age,gender,income,education,married,children,purchase_amount,occupation_Artist,occupation_Businessman,occupation_Doctor,occupation_Engineer,occupation_HR,occupation_Housewife,occupation_Lawyer,occupation_Retired,occupation_Salesman,occupation_Scientist,occupation_Unemployed,beauty,books,clothing,electronics,food,furniture,home,sports
0.30202697256774874,0,1.2049302459012252,3,0,1.3212279791843233,-0.6585692406885413,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
-1.221163811275364,1,0.3920676216683785,1,0,-0.4498551028321959,0.6898421653355227,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.30202697256774874,1,-1.9489403328131754,2,1,1.3212279791843233,0.029308382229363526,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
-1.583828283618962,0,-0.040381082870522826,4,0,-1.3353966438404554,-0.15397923882226622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.8584993389317657,1,-0.46057695457095804,3,0,-1.3353966438404554,-0.7003328880001065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.5112953891502425,1,0.19374146445693458,3,1,1.3212279791843233,-0.2925521654145748,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
-1.003565127869205,0,-1.99825169727167,2,1,1.3212279791843233,-1.5762811128228051,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
-1.5112953891502425,1,-1.4174052977018219,4,0,1.3212279791843233,0.4652056595056605,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0.7372243393800666,0,-0.9214463616373563,4,1,-1.3353966438404554,0.33109278665520814,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
-1.583828283618962,0,-0.1310035895409652,4,1,-1.3353966438404554,0.38118967254479974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1.1724217061923845,1,1.168131064825258,4,1,-1.3353966438404554,-1.0942446128332017,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.003565127869205,1,0.17017891933646967,4,1,0.43568643817606373,1.8465249198184268,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1.6076190730047024,0,0.40956453551261585,1,0,-1.3353966438404554,0.8349611175035099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.22949407809902908,1,-1.4822552384477254,3,1,0.43568643817606373,-0.5895552809372958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0.7372243393800666,1,-0.05403255674880398,2,0,-1.3353966438404554,-1.7347783911780978,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
0.08442828916158977,1,-0.891641983921413,1,0,0.43568643817606373,0.024529562661422012,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
-0.13317039424456917,0,0.7795097666716312,1,0,1.3212279791843233,-1.4751761188203834,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
-1.1486309168066442,1,-0.8773900157717415,1,0,-0.4498551028321959,1.1494048132657262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
0.447092761505188,0,0.08033111610350759,2,1,0.43568643817606373,0.1609753119434349,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0.447092761505188,1,0.12590545389506483,3,1,-0.4498551028321959,0.5569784407565388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.3507690776507281,1,-1.4895461589643642,1,1,-0.4498551028321959,-1.0738603575967507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1.5350861785359828,0,0.22423592778725324,2,0,-1.3353966438404554,0.8351052234105744,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
